"","GLOBAL UNIQUE IDENTIFIER","LAST EDITED DATE","TAXONOMIC ORDER","CATEGORY","COMMON NAME","SCIENTIFIC NAME","SUBSPECIES COMMON NAME","SUBSPECIES SCIENTIFIC NAME","OBSERVATION COUNT","BREEDING BIRD ATLAS CODE","BREEDING BIRD ATLAS CATEGORY","AGE/SEX","COUNTRY","COUNTRY CODE","STATE","STATE CODE","COUNTY","COUNTY CODE","IBA CODE","BCR CODE","USFWS CODE","ATLAS BLOCK","LOCALITY","LOCALITY ID","LOCALITY TYPE","LATITUDE","LONGITUDE","OBSERVATION DATE","TIME OBSERVATIONS STARTED","OBSERVER ID","SAMPLING EVENT IDENTIFIER","PROTOCOL TYPE","PROTOCOL CODE","PROJECT CODE","DURATION MINUTES","EFFORT DISTANCE KM","EFFORT AREA HA","NUMBER OBSERVERS","ALL SPECIES REPORTED","GROUP IDENTIFIER","HAS MEDIA","APPROVED","REVIEWED","REASON","TRIP COMMENTS","SPECIES COMMENTS"
"126","URN:CornellLabOfOrnithology:EBIRD:OBS494247211","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Rio Verde","L5783990","P",-23.7681034,-56.3331062,2017-05-02,"12:00:00","obsr538107","S36534407","Traveling","P22","EBIRD",660,15,NA,2,1,NA,0,1,0,NA,NA,"Macho y hembra fotografiados y filmados"
"127","URN:CornellLabOfOrnithology:EBIRD:OBS551047699","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H",-22.248943,-47.905257,2017-11-20,"7:30:00","obsr176548","S40630744","Traveling","P22","EBIRD",150,2.6,NA,6,1,"G2744467",1,1,1,NA,"Trip led by Edson Endrigo",NA
"128","URN:CornellLabOfOrnithology:EBIRD:OBS458628493","1/19/2017 14:08",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2017-01-13,"11:26:00","obsr617463","S33784102","Traveling","P22","EBIRD",370,45,NA,4,1,NA,0,1,0,NA,NA,NA
"129","URN:CornellLabOfOrnithology:EBIRD:OBS500464187","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H",-20.1386825,-46.8083954,2017-05-13,"9:14:00","obsr623262","S36899174","Traveling","P22","EBIRD",252,40,NA,3,1,"G2421878",0,1,0,NA,NA,NA
"130","URN:CornellLabOfOrnithology:EBIRD:OBS559061806","8/7/2018 14:23",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Cabeceiras do rio Uberabinha","L5220114","P",-19.3721261,-47.895627,2017-12-20,"6:30:00","obsr620877","S41226288","Historical","P62","EBIRD",600,4,NA,2,1,NA,0,1,0,NA,NA,NA
"131","URN:CornellLabOfOrnithology:EBIRD:OBS532956527","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2017-09-10,"6:00:00","obsr744171","S39191130","Historical","P62","EBIRD",840,40,NA,4,1,NA,0,1,0,NA,NA,NA
"132","URN:CornellLabOfOrnithology:EBIRD:OBS541544012","5/21/2020 12:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,"Female, Adult (1); Male, Adult (1)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-10-10,NA,"obsr549029","S39918981","Historical","P62","EBIRD",NA,NA,NA,NA,0,NA,0,1,0,NA,NA,NA
"133","URN:CornellLabOfOrnithology:EBIRD:OBS610496663","5/4/2018 17:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H",-18.2609794,-52.8883982,2017-11-19,"7:00:00","obsr621770","S45259421","Historical","P62","EBIRD",360,30,NA,4,1,NA,1,1,0,NA,NA,NA
"134","URN:CornellLabOfOrnithology:EBIRD:OBS555058483","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H",-22.248943,-47.905257,2017-11-20,"7:30:00","obsr150349","S40933224","Traveling","P22","EBIRD",150,2.6,NA,6,1,"G2744467",1,1,1,NA,"Trip led by Edson Endrigo",NA
"135","URN:CornellLabOfOrnithology:EBIRD:OBS543845632","10/23/2017 12:16",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Fazenda FIRMEZA (-14,29, -47,485)","L6372188","P",-14.2900518,-47.4854053,2017-10-23,"13:03:00","obsr622520","S40084261","Traveling","P22","EBIRD",360,5,NA,1,1,NA,0,1,0,NA,NA,"Um indíviduo macho e outro fêmea."
"136","URN:CornellLabOfOrnithology:EBIRD:OBS549809895","9/28/2019 22:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Estação Ecológica de Itirapina","L943006","H",-22.2295385,-47.8946037,2017-11-15,"7:00:00","obsr648310","S40532582","Traveling","P22","EBIRD",160,3,NA,5,1,NA,0,1,1,NA,NA,NA
"137","URN:CornellLabOfOrnithology:EBIRD:OBS524981212","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Agroforestal Rio Verde","L6173406","P",-23.7819896,-56.3273335,2017-08-12,"7:31:00","obsr587820","S38614031","Traveling","P22","EBIRD",225,9.656,NA,9,1,"G2581269",0,1,0,NA,NA,NA
"138","URN:CornellLabOfOrnithology:EBIRD:OBS551048896","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H",-22.248943,-47.905257,2017-11-20,"7:30:00","obsr407714","S40630823","Traveling","P22","EBIRD",150,2.6,NA,6,1,"G2744467",1,1,1,NA,"Trip led by Edson Endrigo",NA
"139","URN:CornellLabOfOrnithology:EBIRD:OBS500379796","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H",-20.1386825,-46.8083954,2017-05-13,"9:14:00","obsr425521","S36894147","Traveling","P22","EBIRD",252,40,NA,4,1,"G2421878",0,1,0,NA,NA,NA
"140","URN:CornellLabOfOrnithology:EBIRD:OBS472868650","3/5/2017 15:37",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PNSC: Estrada Portaria 2 - Portaria 3","L5543084","P",-20.1407266,-46.7731547,2017-03-04,"14:00:00","obsr189372","S34984364","Incidental","P20","EBIRD",NA,NA,NA,1,0,NA,1,1,0,NA,NA,NA
"141","URN:CornellLabOfOrnithology:EBIRD:OBS500782700","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H",-20.1386825,-46.8083954,2017-05-13,"9:14:00","obsr891321","S36916899","Traveling","P22","EBIRD",252,40,NA,3,1,"G2421878",0,1,0,NA,NA,NA
"142","URN:CornellLabOfOrnithology:EBIRD:OBS499336315","9/23/2020 10:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Bonito--área urbana","L4994620","H",-21.1264584,-56.4828587,2017-05-13,"5:30:00","obsr922037","S36836397","Traveling","P22","EBIRD",840,10,NA,2,1,NA,0,1,0,NA,NA,NA
"143","URN:CornellLabOfOrnithology:EBIRD:OBS524856271","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Agroforestal Rio Verde","L6173406","P",-23.7819896,-56.3273335,2017-08-12,"7:31:00","obsr86529","S38604928","Traveling","P22","EBIRD",225,9.656,NA,9,1,"G2581269",0,1,0,NA,NA,NA
"144","URN:CornellLabOfOrnithology:EBIRD:OBS524982544","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Agroforestal Rio Verde","L6173406","P",-23.7819896,-56.3273335,2017-08-12,"7:31:00","obsr831559","S38614133","Traveling","P22","EBIRD",225,9.656,NA,9,1,"G2581269",0,1,0,NA,NA,NA
"145","URN:CornellLabOfOrnithology:EBIRD:OBS527231925","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Agroforestal Rio Verde","L6173406","P",-23.7819896,-56.3273335,2017-08-12,"7:31:00","obsr421009","S38783009","Traveling","P22","EBIRD",225,9.656,NA,9,1,"G2581269",0,1,0,NA,NA,NA
"146","URN:CornellLabOfOrnithology:EBIRD:OBS555084254","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H",-22.248943,-47.905257,2017-11-20,"7:30:00","obsr293602","S40935265","Traveling","P22","EBIRD",150,2.6,NA,6,1,"G2744467",1,1,1,NA,"Trip led by Edson Endrigo",NA
"147","URN:CornellLabOfOrnithology:EBIRD:OBS453342792","1/6/2017 14:46",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2017-01-01,"8:30:00","obsr611666","S33353363","Traveling","P22","EBIRD",420,30,NA,2,1,NA,0,1,0,NA,"Com o jipeiro Odair e o amigo Ernesto Trondle.","Casal."
"148","URN:CornellLabOfOrnithology:EBIRD:OBS525022496","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Agroforestal Rio Verde","L6173406","P",-23.7819896,-56.3273335,2017-08-12,"7:31:00","obsr291687","S38617290","Traveling","P22","EBIRD",225,9.656,NA,9,1,"G2581269",0,1,0,NA,NA,NA
"149","URN:CornellLabOfOrnithology:EBIRD:OBS642766177","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Newly burned area","L7747771","P",-18.067724,-52.938078,2018-07-13,"15:00:00","obsr21054","S47426936","Traveling","P22","EBIRD",180,45.062,NA,8,1,"G3367365",0,1,0,NA,NA,NA
"150","URN:CornellLabOfOrnithology:EBIRD:OBS671768496","10/30/2018 14:41",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Ponto do Galito","L8088140","P",-20.2468276,-46.5711996,2018-10-17,"15:00:00","obsr540638","S49562986","Stationary","P21","EBIRD",30,NA,NA,4,1,NA,1,1,0,NA,NA,NA
"151","URN:CornellLabOfOrnithology:EBIRD:OBS676253998","10/27/2020 21:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca, San Pedro (Paraguay Central)","L2762183","H",-23.7666667,-56.2833333,2018-09-21,NA,"obsr962124","S49911869","Incidental","P20","EBIRD",NA,NA,NA,NA,0,NA,0,1,0,NA,NA,NA
"152","URN:CornellLabOfOrnithology:EBIRD:OBS674042202","6/9/2019 13:24",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"14:50:00","obsr306217","S49727411","Traveling","P22","EBIRD",61,6.437,NA,6,1,"G3567382",0,1,0,NA,NA,NA
"153","URN:CornellLabOfOrnithology:EBIRD:OBS643879659","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Newly burned area","L7747771","P",-18.067724,-52.938078,2018-07-13,"15:00:00","obsr890340","S47510393","Traveling","P22","EBIRD",180,45.062,NA,8,1,"G3367365",0,1,0,NA,NA,NA
"154","URN:CornellLabOfOrnithology:EBIRD:OBS674042964","6/9/2019 13:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 2.","L8054600","P",-20.2426,-46.545423,2018-10-21,"10:30:00","obsr306217","S49727456","Traveling","P22","EBIRD",20,1.609,NA,6,1,"G3567386",0,1,0,NA,NA,NA
"155","URN:CornellLabOfOrnithology:EBIRD:OBS956334187","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H",-20.2539235,-46.5511698,2018-03-28,NA,"obsr623596","S71491101","Historical","P62","EBIRD",NA,NA,NA,NA,1,NA,0,1,0,NA,NA,NA
"156","URN:CornellLabOfOrnithology:EBIRD:OBS673978672","6/9/2019 13:24",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"14:50:00","obsr402712","S49722895","Traveling","P22","EBIRD",61,6.437,NA,6,1,"G3567382",0,1,0,NA,NA,NA
"157","URN:CornellLabOfOrnithology:EBIRD:OBS609439582","1/29/2019 4:31",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Casca d'Anta entrance","L3110379","H",-20.3132279,-46.5275985,2018-05-02,"7:12:00","obsr980476","S45194154","Traveling","P22","EBIRD",837,25,NA,1,1,NA,0,1,0,NA,NA,NA
"158","URN:CornellLabOfOrnithology:EBIRD:OBS574882401","29:55.6",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)","L2762791","H",-26.43,-55.8,2018-01-23,"17:41:00","obsr770242","S42539574","Traveling","P22","EBIRD",150,13.3,NA,2,1,"G2923529",0,1,0,NA,NA,NA
"159","URN:CornellLabOfOrnithology:EBIRD:OBS570819590","29:55.6",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)","L2762791","H",-26.43,-55.8,2018-01-23,"17:41:00","obsr513441","S42210714","Traveling","P22","EBIRD",150,13.3,NA,2,1,"G2923529",0,1,0,NA,NA,NA
"160","URN:CornellLabOfOrnithology:EBIRD:OBS674003880","6/9/2019 13:24",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"14:50:00","obsr431216","S49724800","Traveling","P22","EBIRD",61,6.437,NA,6,1,"G3567382",0,1,0,NA,"Seedeater spot",NA
"161","URN:CornellLabOfOrnithology:EBIRD:OBS668987206","6/9/2019 13:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 2.","L8054600","P",-20.2426,-46.545423,2018-10-21,"10:30:00","obsr527452","S49352170","Traveling","P22","EBIRD",20,1.609,NA,6,1,"G3567386",0,1,0,NA,NA,NA
"162","URN:CornellLabOfOrnithology:EBIRD:OBS643498129","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Newly burned area","L7747771","P",-18.067724,-52.938078,2018-07-13,"15:00:00","obsr444029","S47482356","Traveling","P22","EBIRD",180,45.062,NA,8,1,"G3367365",0,1,0,NA,NA,NA
"163","URN:CornellLabOfOrnithology:EBIRD:OBS806551812","10/16/2019 15:22",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H",-20.2601063,-46.4064732,2018-12-26,"7:20:00","obsr1145607","S59882659","Traveling","P22","EBIRD",180,30,NA,4,1,NA,1,1,0,NA,NA,NA
"164","URN:CornellLabOfOrnithology:EBIRD:OBS653181436","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)","L2762791","H",-26.43,-55.8,2018-07-12,"7:00:00","obsr542570","S48216802","Historical","P62","EBIRD",NA,NA,NA,2,1,NA,0,1,0,NA,NA,NA
"165","URN:CornellLabOfOrnithology:EBIRD:OBS674004223","6/9/2019 13:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 2.","L8054600","P",-20.2426,-46.545423,2018-10-21,"10:30:00","obsr431216","S49724829","Traveling","P22","EBIRD",20,1.609,NA,6,0,"G3567386",0,1,0,NA,NA,NA
"166","URN:CornellLabOfOrnithology:EBIRD:OBS571670392","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,"Female, Unknown Age (2)","Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H",-26.516,-55.7668333,2018-01-24,"6:30:00","obsr667383","S42281183","Traveling","P22","EBIRD_PRY",300,5,NA,5,1,"G3161860",0,1,0,NA,NA,NA
"167","URN:CornellLabOfOrnithology:EBIRD:OBS668996010","6/9/2019 13:24",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2018-10-21,"14:50:00","obsr527452","S49352776","Traveling","P22","EBIRD",61,6.437,NA,6,1,"G3567382",0,1,0,NA,"Seedeater spot",NA
"168","URN:CornellLabOfOrnithology:EBIRD:OBS576527174","2/13/2018 16:14",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus de Minas - MG","L6859275","P",-21.416515,-44.337824,2018-02-11,"7:29:00","obsr762013","S42668227","Traveling","P22","EBIRD",259,5,NA,5,1,NA,0,1,0,NA,NA,NA
"169","URN:CornellLabOfOrnithology:EBIRD:OBS611782034","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,"Female, Unknown Age (2)","Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H",-26.516,-55.7668333,2018-01-24,"6:30:00","obsr1092916","S45332858","Traveling","P22","EBIRD_PRY",300,5,NA,5,1,"G3161860",0,1,0,NA,"Recorriendo los senderos de la estación, los pastizales y la entrada a la estación",NA
"170","URN:CornellLabOfOrnithology:EBIRD:OBS643791209","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Newly burned area","L7747771","P",-18.067724,-52.938078,2018-07-13,"15:00:00","obsr148179","S47503967","Traveling","P22","EBIRD",180,45.062,NA,8,1,"G3367365",0,1,0,NA,NA,NA
"171","URN:CornellLabOfOrnithology:EBIRD:OBS673978710","6/9/2019 13:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 2.","L8054600","P",-20.2426,-46.545423,2018-10-21,"10:30:00","obsr402712","S49722899","Traveling","P22","EBIRD",20,1.609,NA,6,1,"G3567386",0,1,0,NA,NA,NA
"172","URN:CornellLabOfOrnithology:EBIRD:OBS939236636","6/29/2020 18:01",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,"P","C3","Unknown Sex, Adult (2)","Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Fazenda dos Anões","L2236325","H",-14.3186024,-47.5041586,2019-10-19,"7:23:00","obsr1745431","S70169325","Historical","P62","EBIRD",157,NA,NA,3,1,NA,1,1,0,NA,NA,NA
"173","URN:CornellLabOfOrnithology:EBIRD:OBS989013620","9/30/2020 17:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L10323815","P",-17.941276,-52.978039,2019-08-30,"12:26:00","obsr431609","S74255131","Traveling","P22","EBIRD",104,2.98,NA,1,1,"G5754444",0,1,0,NA,NA,NA
"174","URN:CornellLabOfOrnithology:EBIRD:OBS830382608","11/26/2019 12:41",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H",-20.2506019,-46.4955139,2019-11-21,"6:30:00","obsr122172","S61638691","Traveling","P22","EBIRD",54,56.327,NA,5,1,NA,0,1,0,NA,NA,NA
"175","URN:CornellLabOfOrnithology:EBIRD:OBS989013827","9/30/2020 17:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L10323780","P",-17.908898,-53.00912,2019-08-29,"15:03:00","obsr431609","S74255147","Traveling","P22","EBIRD",124,13.418,NA,1,1,"G5754450",0,1,0,NA,NA,NA
"176","URN:CornellLabOfOrnithology:EBIRD:OBS832999660","11/29/2019 12:42",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H",-20.2183,-46.4763,2019-10-28,"7:30:00","obsr158639","S61841171","Traveling","P22","EBIRD",150,8.047,NA,2,1,NA,1,1,0,NA,"and Monique with Tropical Birding team and Nick Athanas",NA
"177","URN:CornellLabOfOrnithology:EBIRD:OBS814162812","10/7/2019 22:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L9976544","P",-18.393655,-52.664392,2019-10-01,"6:30:00","obsr623464","S60444782","Traveling","P22","EBIRD_MA",302,80.467,NA,10,1,"G4567296",0,1,0,NA,NA,NA
