"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING_EVENT_IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","LONGITUDE","LATITUDE"
"54",54,"URN:CornellLabOfOrnithology:EBIRD:OBS606050834","4/27/2018 6:04",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","4/26/2018","6:50:00","obsr467819","S44982969","Incidental","P20","EBIRD",NA,NA,NA,4,0,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"55",55,"URN:CornellLabOfOrnithology:EBIRD:OBS677600454","12/9/2018 17:59",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus","L8154535","P","11/15/2018","7:10:00","obsr655949","S50015592","Traveling","P22","EBIRD",210,1,NA,3,1,"G3638194",1,1,0,NA,NA,NA,6850018.39591345,-3791217.83094845
"56",56,"URN:CornellLabOfOrnithology:EBIRD:OBS645394162","8/6/2018 8:16",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","7/25/2018","7:15:00","obsr1104103","S47627503","Traveling","P22","EBIRD",500,80,NA,1,1,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"57",57,"URN:CornellLabOfOrnithology:EBIRD:OBS649298503","11/30/2018 18:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Retão Do Brejal -- Pouso Alegre -- MG.","L7835036","P","8/17/2018","7:11:00","obsr622520","S47920339","Traveling","P22","EBIRD",300,1.465,NA,1,1,NA,0,1,0,NA,NA,NA,6583258.72635349,-3788472.23591424
"58",58,"URN:CornellLabOfOrnithology:EBIRD:OBS612875570","9/23/2020 10:55",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Pousada Aguape","L2372279","H","5/5/2018","7:30:00","obsr1093412","S45392238","Traveling","P22","EBIRD",1000,50,NA,2,1,NA,0,1,0,NA,NA,NA,5347874.90714826,-2946982.2241688
"59",59,"URN:CornellLabOfOrnithology:EBIRD:OBS672534496","11/30/2018 18:39",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus de Minas - MG","L6859275","P","11/2/2018","7:09:00","obsr762013","S49621419","Traveling","P22","EBIRD",132,12,NA,3,1,NA,0,1,0,NA,NA,NA,6849510.89163061,-3791550.52842715
"60",60,"URN:CornellLabOfOrnithology:EBIRD:OBS609265157","12/9/2019 15:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","5/1/2018","6:50:00","obsr425788","S45182854","Traveling","P22","EBIRD",402,20,NA,4,1,"G3216296",0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"61",61,"URN:CornellLabOfOrnithology:EBIRD:OBS674357555","9/28/2019 22:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina, São Paulo","L6770856","P","11/5/2018","6:49:00","obsr623245","S49750889","Traveling","P22","EBIRD",180,2,NA,3,1,NA,1,1,1,NA,"Guiada pelo amigo Cal Martins e acompanhada da super amiga Leila Esteves",NA,6298497.29694168,-3671437.37531494
"62",62,"URN:CornellLabOfOrnithology:EBIRD:OBS875750008","3/8/2020 14:51",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H","7/25/2018",NA,"obsr1570857","S65576657","Incidental","P20","EBIRD",NA,NA,NA,NA,0,NA,1,1,0,NA,NA,NA,6640335.4049132,-3473045.92224261
"63",63,"URN:CornellLabOfOrnithology:EBIRD:OBS684404962","12/9/2018 17:59",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus","L8154535","P","11/15/2018","7:10:00","obsr747638","S50554760","Traveling","P22","EBIRD",210,1,NA,3,1,"G3638194",1,1,0,NA,NA,NA,6850018.39591345,-3791217.83094845
"64",64,"URN:CornellLabOfOrnithology:EBIRD:OBS637381953","8/27/2018 18:09",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","7/5/2018","13:45:00","obsr281519","S47013951","Traveling","P22","EBIRD",220,15,NA,2,1,"G3423740",0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"65",65,"URN:CornellLabOfOrnithology:EBIRD:OBS645406418","8/3/2018 18:00",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","8/2/2018","8:18:00","obsr619160","S47628604","Historical","P62","EBIRD",NA,NA,NA,2,1,NA,0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"66",66,"URN:CornellLabOfOrnithology:EBIRD:OBS654631581","9/28/2019 22:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina, São Paulo","L7899119","P","9/6/2018","7:04:00","obsr623624","S48325589","Traveling","P22","EBIRD",264,9.89,NA,2,1,"G3441589",0,1,1,NA,NA,NA,6298985.65536652,-3673135.03426364
"67",67,"URN:CornellLabOfOrnithology:EBIRD:OBS784223296","7/11/2019 20:59",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","7/10/2019","6:50:00","obsr497755","S58109039","Traveling","P22","EBIRD",323,49.92,NA,3,1,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"68",68,"URN:CornellLabOfOrnithology:EBIRD:OBS818620441","9/23/2020 10:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Mato Grosso do Sul","BR-MS",NA,NA,NA,NA,NA,NA,"Terenos--Córrego Cerola","L10054716","H","10/19/2019","5:30:00","obsr761763","S60770556","Traveling","P22","EBIRD_BRA",300,25,NA,2,1,NA,0,1,0,NA,NA,NA,5482763.89929153,-3018753.62445333
"69",69,"URN:CornellLabOfOrnithology:EBIRD:OBS808574812","10/27/2020 21:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","9/20/2019","6:15:00","obsr658476","S60034272","Traveling","P22","EBIRD_PRY",660,12,NA,4,1,NA,0,1,0,NA,NA,NA,5054024.20814594,-3812919.96209005
"70",70,"URN:CornellLabOfOrnithology:EBIRD:OBS815262198","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H","10/10/2019","6:46:00","obsr467819","S60529103","Traveling","P22","EBIRD",169,6.52,NA,1,1,"G4571729",0,1,1,NA,NA,"Fotografado",6295977.10848434,-3670681.697992
"71",71,"URN:CornellLabOfOrnithology:EBIRD:OBS835976548","12/8/2019 10:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H","12/8/2019","4:43:00","obsr1407906","S62140647","Traveling","P22","EBIRD_BRA",300,60,NA,4,1,NA,0,1,0,NA,NA,NA,5843668.96033149,-2822411.23019322
"72",72,"URN:CornellLabOfOrnithology:EBIRD:OBS814855008","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H","10/10/2019","6:46:00","obsr526456","S60497452","Traveling","P22","EBIRD",169,6.52,NA,1,1,"G4571729",0,1,1,NA,NA,"Fotografado",6295977.10848434,-3670681.697992
"73",73,"URN:CornellLabOfOrnithology:EBIRD:OBS804361875","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","8/13/2019","12:09:00","obsr497755","S59718671","Traveling","P22","EBIRD",83,17.59,NA,4,1,NA,0,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"74",74,"URN:CornellLabOfOrnithology:EBIRD:OBS818886871","3/28/2020 17:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/20/2019","7:35:00","obsr529524","S60788074","Traveling","P22","EBIRD_BCN",328,11.5,NA,3,1,"G5128441",0,1,0,NA,"2/4 de 7 del matí fins el migdia. Des de 500 metres abans del centre de visitants i 11 km fins Curral de pedras.","Curral de pedra. Una femella diversos cops.",6633241.07974545,-3462178.70232713
"75",75,"URN:CornellLabOfOrnithology:EBIRD:OBS833010100","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H","10/28/2019","10:30:00","obsr158639","S61841359","Traveling","P22","EBIRD",60,0.483,NA,2,1,NA,1,1,0,NA,"and Monique with Tropical Birding team and Nick Athanas",NA,6620108.28826901,-3462715.34258084
"76",76,"URN:CornellLabOfOrnithology:EBIRD:OBS841748242","12/31/2019 8:29",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--área geral","L8600183","H","10/25/2019","15:00:00","obsr1127182","S62595120","Traveling","P22","EBIRD",150,12,NA,2,1,"G4784478",1,1,1,NA,NA,"Em busca do canario do brejo encontramos o Galito",6307785.56956135,-3678068.63541271
"77",77,"URN:CornellLabOfOrnithology:EBIRD:OBS821747685","10/28/2019 17:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Goiás, BR (-14,292, -47,492)","L10088213","P","10/28/2019","6:59:00","obsr973969","S60992206","Stationary","P21","EBIRD",60,NA,NA,2,1,"G4623079",0,1,0,NA,NA,NA,6836121.88658806,-2471661.76081487
"78",78,"URN:CornellLabOfOrnithology:EBIRD:OBS716116393","2/27/2019 6:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H","2/26/2019","16:30:00","obsr530150","S53183479","Stationary","P21","EBIRD",60,NA,NA,3,1,NA,0,1,0,NA,NA,NA,6822653.60919982,-2439950.14921581
"79",79,"URN:CornellLabOfOrnithology:EBIRD:OBS823596568","2/1/2020 11:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/2/2019","5:35:00","obsr536027","S61128158","Traveling","P22","EBIRD",479,52.513,NA,3,1,NA,0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"80",80,"URN:CornellLabOfOrnithology:EBIRD:OBS811820775","10/1/2019 19:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Goiás, BR (-14,256, -47,622)","L9979106","P","10/1/2019","11:26:00","obsr973969","S60272159","Incidental","P20","EBIRD",NA,NA,NA,1,0,NA,0,1,0,NA,NA,NA,6817268.0062372,-2459510.77944826
"81",81,"URN:CornellLabOfOrnithology:EBIRD:OBS821934342","10/28/2019 17:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Goiás, BR (-14,292, -47,492)","L10088213","P","10/28/2019","6:59:00","obsr667234","S61005849","Stationary","P21","EBIRD",60,NA,NA,2,1,"G4623079",0,1,0,NA,NA,NA,6836121.88658806,-2471661.76081487
"82",82,"URN:CornellLabOfOrnithology:EBIRD:OBS940011888","6/9/2020 9:26",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Cabeceiras do rio Uberabinha","L11654895","H","4/15/2019","7:30:00","obsr766155","S70225066","Traveling","P22","EBIRD",240,5,NA,4,1,NA,0,1,0,NA,NA,NA,6482572.94086767,-3243277.1820644
"83",83,"URN:CornellLabOfOrnithology:EBIRD:OBS842077375","12/31/2019 8:29",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--área geral","L8600183","H","10/25/2019","15:00:00","obsr1211577","S62622699","Traveling","P22","EBIRD",150,12,NA,2,1,"G4784478",1,1,1,NA,NA,"Em busca do canario do brejo encontramos o Galito",6307785.56956135,-3678068.63541271
"84",84,"URN:CornellLabOfOrnithology:EBIRD:OBS885123208","3/28/2020 17:10",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/20/2019","7:35:00","obsr539681","S66331445","Traveling","P22","EBIRD_BCN",328,11.5,NA,3,1,"G5128441",0,1,0,NA,"2/4 de 7 del matí fins el migdia. Des de 500 metres abans del centre de visitants i 11 km fins Curral de pedras.","Curral de pedra. Una femella diversos cops.",6633241.07974545,-3462178.70232713
"85",85,"URN:CornellLabOfOrnithology:EBIRD:OBS774619359","6/13/2019 15:11",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parna Emas, Goiás, BR (-17,932, -53,004)","L9462328","P","6/12/2019","7:22:00","obsr518172","S57346128","Traveling","P22","EBIRD",381,65.78,NA,2,1,NA,0,1,0,NA,NA,NA,5843029.97658784,-2769657.8265059
"86",86,"URN:CornellLabOfOrnithology:EBIRD:OBS841308430","5/11/2020 14:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina--local descrito por Jeremy Minns","L3453441","H","10/10/2019","6:46:00","obsr1426674","S62559968","Traveling","P22","EBIRD",169,6.52,NA,1,1,"G4571729",0,1,1,NA,NA,"Fotografado",6295977.10848434,-3670681.697992
"87",87,"URN:CornellLabOfOrnithology:EBIRD:OBS872886922","3/11/2020 0:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","3/1/2020","14:10:00","obsr536027","S65344786","Traveling","P22","EBIRD",250,40.379,NA,3,1,NA,0,1,0,NA,"Chuva pesada durante boa parte da tarde, depois intercalando com períodos de estiagem e chuvisco.",NA,6633241.07974545,-3462178.70232713
"88",88,"URN:CornellLabOfOrnithology:EBIRD:OBS882761745","29:29.4",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Paraguay","PY","Itapúa","PY-7",NA,NA,NA,NA,NA,NA,"Reserva Guyra Reta","L2762150","H","2/27/2020","17:50:00","obsr679061","S66139158","Traveling","P22","EBIRD",120,4,NA,3,1,NA,0,1,0,NA,NA,NA,5054024.20814594,-3812919.96209005
"89",89,"URN:CornellLabOfOrnithology:EBIRD:OBS1016386137","26:22.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus de Minas - MG","L6859275","P","11/22/2020","9:31:00","obsr670042","S76589816","Traveling","P22","EBIRD",128,4.109,NA,3,1,"G5932826",0,1,0,NA,NA,NA,6849510.89163061,-3791550.52842715
"90",90,"URN:CornellLabOfOrnithology:EBIRD:OBS1001618267","10/27/2020 20:46",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","10/24/2020","7:57:00","obsr779646","S75306937","Traveling","P22","EBIRD",380,20.64,NA,3,1,NA,1,1,0,NA,NA,NA,6583228.60206915,-3788492.45710734
"91",91,"URN:CornellLabOfOrnithology:EBIRD:OBS1014562416","54:01.9",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","11/13/2020","7:55:00","obsr1486287","S76458952","Traveling","P22","EBIRD",348,12.92,NA,3,1,NA,0,1,0,NA,NA,"Female",6583228.60206915,-3788492.45710734
"92",92,"URN:CornellLabOfOrnithology:EBIRD:OBS990479299","10/3/2020 17:05",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Unnamed Road, Goiás, BR (-14,149, -47,626)","L12418593","P","10/1/2020","14:00:00","obsr623262","S74374720","Traveling","P22","EBIRD",32,11.25,NA,1,1,NA,0,1,0,NA,NA,NA,6822068.67221779,-2441927.6907235
"93",93,"URN:CornellLabOfOrnithology:EBIRD:OBS847682935","1/6/2020 9:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Chapada dos Veadeiros--Bona Espero","L2934194","H","1/5/2020","12:06:00","obsr626459","S63086583","Traveling","P22","EBIRD",19,1.03,NA,3,0,NA,0,1,0,NA,NA,NA,6822653.60919982,-2439950.14921581
"94",94,"URN:CornellLabOfOrnithology:EBIRD:OBS1002605093","04:04.4",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","10/25/2020","7:20:00","obsr766155","S75418639","Traveling","P22","EBIRD",220,3,NA,5,1,"G5933790",0,1,0,NA,NA,"Fêmea, fotografada",6583228.60206915,-3788492.45710734
"95",95,"URN:CornellLabOfOrnithology:EBIRD:OBS1025698915","36:04.4",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","10/24/2020","7:21:00","obsr622520","S77257203","Traveling","P22","EBIRD",220,0.547,NA,1,1,NA,0,1,0,NA,NA,"Fêmea.",6583228.60206915,-3788492.45710734
"96",96,"URN:CornellLabOfOrnithology:EBIRD:OBS1016602717","04:04.4",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Pouso Alegre--Retão Do Brejal","L7950025","H","10/25/2020","7:20:00","obsr670042","S76607425","Traveling","P22","EBIRD",220,3,NA,5,1,"G5933790",0,1,0,NA,NA,"Fêmea, fotografada",6583228.60206915,-3788492.45710734
"97",97,"URN:CornellLabOfOrnithology:EBIRD:OBS867660535","2/20/2020 8:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Várzea próximo a passagem de nível -- Minduri/MG.","L10814277","P","2/18/2020","13:05:00","obsr622520","S64779309","Stationary","P21","EBIRD",14,NA,NA,1,1,NA,0,1,0,NA,NA,"Observado macho jovem capturando inseto em vôo.",6795070.80519729,-3812428.53821921
"98",98,"URN:CornellLabOfOrnithology:EBIRD:OBS972451398","8/26/2020 9:44",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina, São Paulo","L6770856","P","8/10/2020","7:26:00","obsr985390","S72833486","Traveling","P22","EBIRD",152,3.82,NA,3,1,"G5650907",1,1,1,NA,NA,"Com foto",6298497.29694168,-3671437.37531494
"99",99,"URN:CornellLabOfOrnithology:EBIRD:OBS1015704635","26:22.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Madre de Deus de Minas - MG","L6859275","P","11/22/2020","9:31:00","obsr762013","S76540065","Traveling","P22","EBIRD",128,4.109,NA,3,1,"G5932826",0,1,0,NA,NA,NA,6849510.89163061,-3791550.52842715
"100",100,"URN:CornellLabOfOrnithology:EBIRD:OBS849378006","5/26/2020 22:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"MG-341, Minas Gerais, BR (-20,131, -46,932)","L10463987","P","1/9/2020","8:04:00","obsr544695","S63230503","Traveling","P22","EBIRD",552,69.57,NA,3,1,NA,0,1,0,NA,NA,NA,6574089.13590734,-3419758.49663461
"101",101,"URN:CornellLabOfOrnithology:EBIRD:OBS971103923","8/26/2020 9:44",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,1,NA,NA,NA,"Brazil","BR","São Paulo","BR-SP",NA,NA,NA,NA,NA,NA,"Itirapina, São Paulo","L6770856","P","8/10/2020","7:26:00","obsr623245","S72707739","Traveling","P22","EBIRD",152,3.82,NA,3,1,"G5650907",1,1,1,NA,NA,"Com foto",6298497.29694168,-3671437.37531494
"102",102,"URN:CornellLabOfOrnithology:EBIRD:OBS868665899","50:13.7",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca, San Pedro (Paraguay Central)","L2762183","H","4/16/2015","6:00:00","obsr673655","S64866242","Traveling","P22","EBIRD_CAN",270,24.14,NA,7,1,"G5044516",1,1,0,NA,"Birding with Nick and others, on trip led by Paul Smith. Spent the morning birding mainly in the cerrado areas before heading out on the long drive to Mbaracayu.",NA,5135420.68277236,-3428513.05648382
"103",103,"URN:CornellLabOfOrnithology:EBIRD:OBS355966413","2/15/2016 10:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para a Fazenda Firmeza","L3599845","H","11/28/2015","14:00:00","obsr667234","S26034050","Traveling","P22","EBIRD",120,25,NA,2,1,"G1483731",0,1,0,NA,NA,NA,6835674.75465223,-2472386.99718929
"104",104,"URN:CornellLabOfOrnithology:EBIRD:OBS348461830","10/24/2016 10:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H","10/17/2015","15:00:00","obsr312212","S25456157","Traveling","P22","EBIRD",210,30,NA,14,1,NA,0,1,0,NA,NA,NA,5843668.96033149,-2822411.23019322
"105",105,"URN:CornellLabOfOrnithology:EBIRD:OBS356455079","2/15/2016 10:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para a Fazenda Firmeza","L3599845","H","11/28/2015","14:00:00","obsr522970","S26073814","Traveling","P22","EBIRD",120,25,NA,2,1,"G1483731",0,1,0,NA,NA,NA,6835674.75465223,-2472386.99718929
"106",106,"URN:CornellLabOfOrnithology:EBIRD:OBS873050310","50:13.6",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,2,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Laguna Blanca, San Pedro (Paraguay Central)","L2762183","H","4/16/2015","6:00:00","obsr291178","S65356808","Traveling","P22","EBIRD_CAN",270,24.14,NA,7,1,"G5044516",1,1,0,NA,NA,NA,5135420.68277236,-3428513.05648382
